SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1305 Brook Bluff Rd,Knightdale,NC,27545,385000,3,2.5,Cheswick,2596,6969,2015,7,148,55,Pre On-Market,,,http://www.redfin.com/NC/Knightdale/1305-Brook-Bluff-Rd-27545/home/100772480,TMLS,2412258,N,Y,35.7636814,-78.5281722
MLS Listing,,Townhouse,301 Broad Leaf Cir,Raleigh,NC,27613,248000,2,2.5,Autumn Chase,1244,,1985,7,199,242,Active,,,http://www.redfin.com/NC/Raleigh/301-Broad-Leaf-Cir-27613/home/41158505,TMLS,2412242,N,Y,35.8713229,-78.6980048
MLS Listing,,Single Family Residential,3417 Grosbeak Way,Raleigh,NC,27616,399990,5,3.5,Massey Preserve South,3015,7405,2015,7,133,57,Active,,,http://www.redfin.com/NC/Raleigh/3417-Grosbeak-Way-27616/home/102070895,TMLS,2412237,N,Y,35.8652,-78.5168554
MLS Listing,,Condo/Co-op,4110 Sedgewood Dr #202,Raleigh,NC,27612,188000,2,1.5,Richland Run,968,,1985,7,194,213,Active,,,http://www.redfin.com/NC/Raleigh/4110-Sedgewood-Dr-27612/unit-202/home/41152620,TMLS,2412225,N,Y,35.8357497,-78.7165757
MLS Listing,,Townhouse,4126 Kaplan Dr,Raleigh,NC,27606,255500,2,2.5,Falcon Ridge,1106,1306,1985,7,231,155,Active,,,http://www.redfin.com/NC/Raleigh/4126-Kaplan-Dr-27606/home/41162780,TMLS,2412209,N,Y,35.7742069,-78.692061
MLS Listing,,Condo/Co-op,2441 Campus Shore Dr #211,Raleigh,NC,27606,289900,1,1,Lake Shore,703,,2021,7,412,189,Active,,,http://www.redfin.com/NC/Raleigh/2441-Campus-Shore-Dr-27606/unit-211/home/176672688,TMLS,2412188,N,Y,35.7678662,-78.6809497
MLS Listing,,Single Family Residential,7609 Longstreet Dr,Raleigh,NC,27615,349900,3,2,Six Forks North,1221,10018,1973,8,287,,Active,,,http://www.redfin.com/NC/Raleigh/7609-Longstreet-Dr-27615/home/41121554,TMLS,2412141,N,Y,35.8799412,-78.6498822
MLS Listing,,Single Family Residential,4932 Enlightenment Rd #2131,Raleigh,NC,27616,518760,5,3,Wake,2909,8712,2022,8,178,99,Active,,,http://www.redfin.com/NC/Brentwood/4932-Enlightenment-RD-27616/unit-2131/home/176660644,TMLS,2412134,N,Y,35.8575983,-78.54162111
MLS Listing,,Single Family Residential,1200 E Hargett St,Raleigh,NC,27610,432000,3,2,Battery Heights,1220,6969,1957,8,354,,Active,,,http://www.redfin.com/NC/Raleigh/1200-E-Hargett-St-27610/home/41112972,TMLS,2412128,N,Y,35.777499,-78.6205228
MLS Listing,,Single Family Residential,4416 Gates St,Raleigh,NC,27609,1795000,4,5.5,North Hills,4568,20908,2022,8,393,,Active,,,http://www.redfin.com/NC/Raleigh/4416-Gates-St-27609/home/41099533,TMLS,2412107,N,Y,35.8418567,-78.6456677
MLS Listing,,Single Family Residential,3601 Fairstone Rd,Wake Forest,NC,27587,499000,4,3,Stonegate,2990,9147,2018,8,167,60,Pre On-Market,,,http://www.redfin.com/NC/Wake-Forest/3601-Fairstone-Rd-27587/home/146857422,TMLS,2412095,N,Y,35.9064208,-78.5098545
MLS Listing,,Townhouse,1412 Mapleside Ct,Raleigh,NC,27609,324900,3,3,North Ridge Villas Homes,2400,2178,1986,8,135,238,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1412-Mapleside-Ct-27609/home/41170707,TMLS,2412082,N,Y,35.865108,-78.6131149
MLS Listing,,Single Family Residential,725 Mial St,Raleigh,NC,27608,474900,2,1.5,Hi Mount,1245,8712,1954,8,381,,Active,,,http://www.redfin.com/NC/Raleigh/725-Mial-St-27608/home/41109654,TMLS,2412078,N,Y,35.8112033,-78.627173
MLS Listing,,Townhouse,3620 Lion Ridge Ct,Raleigh,NC,27612,459000,3,2.5,Laurel Woods,2500,3920,2001,8,184,220,Pre On-Market,October-16-2021 12:00 PM,October-16-2021 02:00 PM,http://www.redfin.com/NC/Raleigh/3620-Lion-Ridge-Ct-27612/home/41268540,TMLS,2411981,N,Y,35.8335084,-78.7033532
MLS Listing,,Single Family Residential,1405 Ujamaa Dr,Raleigh,NC,27610,330000,4,3,Tryon Place,1766,7840,2014,8,187,20,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1405-Ujamaa-Dr-27610/home/57360555,TMLS,2411968,N,Y,35.734336,-78.6148254
MLS Listing,,Townhouse,2739 Laurelcherry St,Raleigh,NC,27612-5444,419000,3,3.5,The Townes at Crabtree,2369,1742,2006,8,177,140,Active,,,http://www.redfin.com/NC/Raleigh/2739-Laurel-Cherry-St-27612/home/41311703,TMLS,2411938,N,Y,35.8445302,-78.677357
MLS Listing,,Townhouse,2553 Blackwolf Run Ln,Raleigh,NC,27604,285000,3,2.5,Hedingham,1419,,2000,8,201,120,Active,,,http://www.redfin.com/NC/Raleigh/2553-Blackwolf-Run-Ln-27604/home/41279922,TMLS,2411933,N,Y,35.8139854,-78.5391216
MLS Listing,,Single Family Residential,1808 Wilshire Ave,Raleigh,NC,27608,736000,3,3.5,Hayes Barton Terrace,2165,9147,1950,9,340,,Active,,,http://www.redfin.com/NC/Raleigh/1808-Wilshire-Ave-27608/home/41082271,TMLS,2411879,N,Y,35.8022041,-78.6563402
MLS Listing,,Townhouse,224 Shale Creek Dr,Durham,NC,27703,469900,3,3,Durham,2288,4356,2019,9,205,176,Pre On-Market,,,http://www.redfin.com/NC/Durham/224-Shale-Creek-Dr-27703/home/148555523,TMLS,2411871,N,Y,35.922873,-78.778003
MLS Listing,,Townhouse,4867 Sir Duncan Way,Raleigh,NC,27612,285000,2,2.5,Glenwood North Townhomes,1248,130,2005,9,228,155,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/4867-Sir-Duncan-Way-27612/home/41300360,TMLS,2411847,N,Y,35.8588868,-78.7172069
MLS Listing,,Single Family Residential,7812 Haymarket Ln,Raleigh,NC,27615,450000,4,3,North Ridge,2010,13503,1972,9,224,,Active,,,http://www.redfin.com/NC/Raleigh/7812-Haymarket-Ln-27615/home/41096577,TMLS,2411840,N,Y,35.8901846,-78.6137834
MLS Listing,,Single Family Residential,3100 Moss Oak Cir,Raleigh,NC,27606,570000,4,2.5,Oaklyn,2928,46609,1995,9,195,,Active,,,http://www.redfin.com/NC/Raleigh/3100-Moss-Oak-Cir-27606/home/41200418,TMLS,2411824,N,Y,35.688622,-78.7374137
MLS Listing,,Condo/Co-op,4900 Avenida Del Sol Dr #202,Raleigh,NC,27616-8102,129000,1,1.5,Villages East,768,,1987,9,168,134,Active,,,http://www.redfin.com/NC/Raleigh/4900-Avenida-Del-Sol-Dr-27616/unit-202/home/41175763,TMLS,2411814,N,Y,35.8529152,-78.5768198
MLS Listing,,Single Family Residential,1424 Arapahoe Ridge Dr Unit 540 West Lot 281,Raleigh,NC,27604,452620,5,3,Wake,2653,7448,2021,9,171,89,Active,,,http://www.redfin.com/NC/Raleigh/1605-Arapahoe-Ridge-Dr-27604/unit-540-West-Lot-281/home/176646878,TMLS,2411808,N,Y,35.8082553,-78.5201159
MLS Listing,,Single Family Residential,1428 Arapahoe Ridge Dr Unit 540 West Lot 280,Raleigh,NC,27604,410580,4,2,Wake,1775,7579,2021,9,231,89,Active,,,http://www.redfin.com/NC/Raleigh/1605-Arapahoe-Ridge-Dr-27604/unit-540-West-Lot-280/home/176646835,TMLS,2411807,N,Y,35.8082553,-78.5201159
MLS Listing,,Single Family Residential,4204 Webster Ct,Raleigh,NC,27609,649900,4,3,Hickory Hills,2232,17859,1974,9,291,,Active,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/4204-Webster-Ct-27609/home/41122497,TMLS,2411799,N,Y,35.8400117,-78.6196804
MLS Listing,,Single Family Residential,1500 Arapahoe Ridge Dr Unit 540 West Lot 279,Raleigh,NC,27604,435920,4,2.5,Wake,2337,7579,2021,9,187,89,Active,,,http://www.redfin.com/NC/Raleigh/1605-Arapahoe-Ridge-Dr-27604/unit-540-West-Lot-279/home/176646683,TMLS,2411796,N,Y,35.8082553,-78.5201159
MLS Listing,,Single Family Residential,1512 Garden Passage Dr Unit 540 West Lot 305,Raleigh,NC,27604,406630,3,2.5,Wake,2083,7666,2021,9,195,89,Active,,,http://www.redfin.com/NC/Unknown/1512-Garden-Passage-Dr-27604/unit-540-West-Lot-305/home/176645392,TMLS,2411794,N,Y,35.807339,-78.52144
MLS Listing,,Single Family Residential,1516 Arapahoe Ridge Dr Unit 540 West Lot 304,Raleigh,NC,27604,416880,4,2.5,Wake,2337,7666,2021,9,178,89,Active,,,http://www.redfin.com/NC/Raleigh/1605-Arapahoe-Ridge-Dr-27604/unit-540-West-Lot-304/home/176645292,TMLS,2411792,N,Y,35.8082553,-78.5201159
MLS Listing,,Townhouse,5423 Talserwood Dr,Raleigh,NC,27610,199999,3,1.5,Vineyards,1120,1306,1997,9,179,95,Active,,,http://www.redfin.com/NC/Raleigh/5423-Talserwood-Dr-27610/home/41224386,TMLS,2411783,N,Y,35.7531518,-78.5498591
MLS Listing,,Townhouse,2367 Whistling Straits Way,Raleigh,NC,27604,208900,1,1,Hedingham,715,2178,2004,9,292,120,Active,,,http://www.redfin.com/NC/Raleigh/2367-Whistling-Straits-Way-27604/home/41273654,TMLS,2411782,N,Y,35.8127395,-78.5368808
MLS Listing,,Single Family Residential,7901 Mourning Dove Rd,Raleigh,NC,27615,349000,3,2,Crown Oaks,1375,8276,1983,9,254,,Active,,,http://www.redfin.com/NC/Raleigh/7901-Mourning-Dove-Rd-27615/home/41146743,TMLS,2411762,N,Y,35.8850909,-78.6422896
MLS Listing,,Single Family Residential,1605 Harmont Dr,Raleigh,NC,27603-4937,450000,4,2.5,Colonial Heights,2452,40075,1986,9,184,,Active,,,http://www.redfin.com/NC/Raleigh/1605-Harmont-Dr-27603/home/41163516,TMLS,2411727,N,Y,35.691203,-78.6676413
MLS Listing,,Single Family Residential,3840 Griffis Glen Dr,Raleigh,NC,27610,257000,3,2.5,Griffis Glen,1164,14374,2015,9,221,20,Active,,,http://www.redfin.com/NC/Raleigh/3840-Griffis-Glen-Dr-27610/home/44540442,TMLS,2411707,N,Y,35.7268435,-78.5380345
MLS Listing,,Townhouse,2717 Cypress Pointe Ln,Raleigh,NC,27614,358000,3,2.5,Wake,1701,1742,2016,10,210,247,Active,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/2717-Cypress-Point-Ln-27614/home/59281415,TMLS,2411688,N,Y,35.9565598,-78.5567892
MLS Listing,,Single Family Residential,202 Myers Ave,Raleigh,NC,27604,679900,4,2.5,Belvidere Park,2185,8276,2021,10,311,,Active,,,http://www.redfin.com/NC/Raleigh/202-Myers-Ave-27604/home/41081852,TMLS,2411665,N,Y,35.8001487,-78.6210991
MLS Listing,,Single Family Residential,2205 Misskelly Dr,Raleigh,NC,27612-5818,649900,4,3,Country Woods Estates,3030,12196,1990,10,214,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/2205-Misskelly-Dr-27612/home/41181394,TMLS,2411654,N,Y,35.8511958,-78.6752632
MLS Listing,,Townhouse,6608 Pathfinder Way,Raleigh,NC,27616,389990,3,2.5,Wake,2285,2178,2022,10,171,135,Active,,,http://www.redfin.com/NC/Brentwood/6608-Pathfinder-WAY-27616/home/176624372,TMLS,2411644,N,Y,35.84837436,-78.53424862
MLS Listing,,Townhouse,6610 Pathfinder Way,Raleigh,NC,27616,369990,3,2.5,Wake,1961,2178,2021,10,189,135,Active,,,http://www.redfin.com/NC/Brentwood/6610-Pathfinder-WAY-27616/home/176623811,TMLS,2411634,N,Y,35.84768187,-78.53579053
MLS Listing,,Single Family Residential,2611 Sherborne Pl,Raleigh,NC,27612-2952,1295000,3,3,Country Life Estates,3777,65775,1966,10,343,,Active,,,http://www.redfin.com/NC/Raleigh/2611-Sherborne-Pl-27612/home/41106846,TMLS,2411621,N,Y,35.8554262,-78.6777447
MLS Listing,,Single Family Residential,10609 Longholme Way,Raleigh,NC,27614,575000,4,2.5,Bedford at Falls River,3032,6969,2005,10,190,69,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/10609-Longholme-Way-27614/home/41277666,TMLS,2411614,N,Y,35.9258979,-78.5639596
MLS Listing,,Single Family Residential,2213 Carthage Cir,Raleigh,NC,27604,315000,4,3,Trawick Downs,2003,9147,1988,10,157,,Active,,,http://www.redfin.com/NC/Raleigh/2213-Carthage-Cir-27604/home/41173564,TMLS,2411605,N,Y,35.8093194,-78.5797694
MLS Listing,,Condo/Co-op,145 Jones Franklin Rd Unit B,Raleigh,NC,27606,190000,2,1.5,Dutch Village,984,,1968,10,193,200,Active,,,http://www.redfin.com/NC/Raleigh/145-Jones-Franklin-Rd-27606/unit-B/home/41324827,TMLS,2411600,N,Y,35.7824645,-78.7209004
MLS Listing,,Townhouse,5308 Big Bass Dr,Raleigh,NC,27610,209900,3,2.5,EdgeWtr,1372,1742,2005,10,153,100,Active,,,http://www.redfin.com/NC/Raleigh/5308-Big-Bass-Dr-27610/home/41297287,TMLS,2411593,N,Y,35.7970242,-78.5446901
MLS Listing,,Single Family Residential,728 Cooper Rd,Raleigh,NC,27610,299900,3,2,Worth Dale,1206,10018,1962,10,249,,Active,,,http://www.redfin.com/NC/Raleigh/728-Cooper-Rd-27610/home/41093878,TMLS,2411592,N,Y,35.7674299,-78.586511
MLS Listing,,Single Family Residential,5253 Covington Bend Dr,Raleigh,NC,27612,445000,3,2.5,Harrington Grove,2270,11761,1994,10,196,20,Active,October-16-2021 12:00 PM,October-16-2021 02:00 PM,http://www.redfin.com/NC/Raleigh/5253-Covington-Bend-Dr-27613/home/41202609,TMLS,2411563,N,Y,35.9245163,-78.7428163
MLS Listing,,Single Family Residential,1301 Glen Eden Dr,Raleigh,NC,27612,895000,4,3.5,Glen Eden,4424,19166,1965,10,202,,Active,,,http://www.redfin.com/NC/Raleigh/1301-Glen-Eden-Dr-27612/home/41340302,TMLS,2411553,N,Y,35.8249287,-78.6807578
MLS Listing,,Single Family Residential,404 Brooks Ave,Raleigh,NC,27607,899000,4,3,Bedford Heights,3250,8276,2002,10,277,,Active,,,http://www.redfin.com/NC/Raleigh/404-Brooks-Ave-27607/home/41264645,TMLS,2411548,N,Y,35.793535,-78.6726931
MLS Listing,,Single Family Residential,5808 Heatherbrook Cir,Raleigh,NC,27612,445000,3,2.5,Fieldstream Farm,2005,20473,1989,10,222,,Active,,,http://www.redfin.com/NC/Raleigh/5808-Heatherbrook-Cir-27612/home/41143715,TMLS,2411537,N,Y,35.8674401,-78.6692366
MLS Listing,,Townhouse,686 Cupola Dr,Raleigh,NC,27603,299900,2,2.5,Renaissance Park,1897,1306,2010,10,158,77,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/686-Cupola-Dr-27603/home/41328026,TMLS,2411534,N,Y,35.7325539,-78.6605394
MLS Listing,,Single Family Residential,3008 Landing Falls Ln,Raleigh,NC,27616,425000,4,2.5,Landings at Neuse Crossing,3292,6969,2007,10,129,18,Active,,,http://www.redfin.com/NC/Raleigh/3008-Landing-Falls-Ln-27616/home/41313061,TMLS,2411509,N,Y,35.872516,-78.5301913
MLS Listing,,Single Family Residential,1000 Casa Dega Way,Raleigh,NC,27615,1850000,4,5,Wake,5517,29620,2021,10,335,125,Pre On-Market,,,http://www.redfin.com/NC/RALEIGH/1000-CASA-DEGA-WAY-Unknown/home/174381235,TMLS,2411505,N,Y,35.92164,-78.679621
MLS Listing,,Single Family Residential,4001 Ingram Dr,Raleigh,NC,27604,427000,3,2.5,Brentwood Estates,1753,15246,1968,10,244,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/4001-Ingram-Dr-27604/home/41100514,TMLS,2411495,N,Y,35.8345332,-78.5901034
MLS Listing,,Townhouse,7702 Ohmann Ct,Raleigh,NC,27615,286900,2,1.5,Crown Oaks,1593,871,1985,11,180,185,Active,,,http://www.redfin.com/NC/Raleigh/7702-Ohmann-Ct-27615/home/41152491,TMLS,2411454,N,Y,35.8852737,-78.645118
MLS Listing,,Single Family Residential,8709 Oneal Rd,Raleigh,NC,27613,525500,4,2.5,Springdale Estates,2300,28749,1973,11,228,,Active,,,http://www.redfin.com/NC/Raleigh/8709-Oneal-Rd-27613/home/41123035,TMLS,2411448,N,Y,35.8982001,-78.7111939
MLS Listing,,Single Family Residential,3205 Fairforest Pl,Raleigh,NC,27604,360000,3,2.5,Brentwood,2307,15246,1963,11,156,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/3205-Fairforest-Pl-27604/home/41077196,TMLS,2411444,N,Y,35.8237582,-78.6027423
MLS Listing,,Single Family Residential,1429 Hoke Landing Ln,Raleigh,NC,27603,629900,4,3.5,Hoke Landing,2987,41817,2016,11,211,30,Active,,,http://www.redfin.com/NC/Raleigh/1429-Hoke-Landing-Ln-27603/home/59280744,TMLS,2411439,N,Y,35.6149979,-78.6313687
MLS Listing,,Townhouse,2121 Piney Brook Rd #102,Raleigh,NC,27614,265900,2,2.5,Breezewood,1272,,2005,12,209,225,Active,,,http://www.redfin.com/NC/Raleigh/2121-Piney-Brook-Rd-27614/unit-102/home/41310520,TMLS,2411402,N,Y,35.9241317,-78.5682199
MLS Listing,,Condo/Co-op,2518 Avent Ferry Rd #103,Raleigh,NC,27606,226900,2,2,Avery Close Condos,1165,,1984,12,195,155,Active,,,http://www.redfin.com/NC/Raleigh/2518-Avent-Ferry-Rd-27606/unit-103/home/41153757,TMLS,2411373,N,Y,35.7738759,-78.6844166
MLS Listing,,Single Family Residential,3512 Sunbright Ln,Raleigh,NC,27610,345500,4,2.5,Sunny Brook,2098,4791,2006,12,165,16,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/3512-Sunbright-Ln-27610/home/41298857,TMLS,2411368,N,Y,35.7520782,-78.5888173
MLS Listing,,Single Family Residential,2006 Myron Dr,Raleigh,NC,27607,599000,3,2.5,Meredith Woods,2457,12632,1966,12,244,,Active,,,http://www.redfin.com/NC/Raleigh/2006-Myron-Dr-27607/home/41078014,TMLS,2411363,N,Y,35.8098219,-78.6957776
MLS Listing,,Townhouse,330 Gilman Ln #109,Raleigh,NC,27610-2487,229900,3,2.5,Anderson Pointe,1746,871,2006,12,132,160,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/330-Gilman-Ln-27610/unit-109/home/41315679,TMLS,2411357,N,Y,35.7746859,-78.5453557
MLS Listing,,Single Family Residential,413 Amelia Ave,Raleigh,NC,27615-1502,599999,3,3.5,Stonebridge,3730,50094,1979,12,161,73,Active,,,http://www.redfin.com/NC/Raleigh/413-Amelia-Ave-27615/home/41131244,TMLS,2411355,N,Y,35.914241,-78.6593539
MLS Listing,,Single Family Residential,2416 Clinedale Ct,Raleigh,NC,27615,609900,4,4.5,Wake,2833,6969,2018,13,215,38,Active,October-16-2021 11:00 AM,October-16-2021 01:00 PM,http://www.redfin.com/NC/Raleigh/2416-Clinedale-Ct-27615/home/109244133,TMLS,2411297,N,Y,35.8859017,-78.5978278
MLS Listing,,Townhouse,1258 Silver Beach Way,Raleigh,NC,27606,418200,3,2.5,Silver Lake Bluffs,1963,2178,2011,13,213,97,Active,,,http://www.redfin.com/NC/Raleigh/1258-Silver-Beach-Way-27606/home/41360829,TMLS,2411254,N,Y,35.7482412,-78.7290879
MLS Listing,,Single Family Residential,9406 Foxgrove Ct,Raleigh,NC,27617-8622,649990,4,2.5,Brier Creek Country Club,3290,7840,2005,13,198,171,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/9406-Foxgrove-Ct-27617/home/41304014,TMLS,2411234,N,Y,35.9066201,-78.805721
MLS Listing,,Single Family Residential,1748 Wysong Ct,Raleigh,NC,27612-6443,605000,2,3,Inman Park,2317,6969,2004,13,261,51,Active,,,http://www.redfin.com/NC/Raleigh/1748-Wysong-Ct-27612/home/41252488,TMLS,2411221,N,Y,35.8437221,-78.6719725
MLS Listing,,Single Family Residential,7232 Barn Owl Ln,Raleigh,NC,27614,1115000,4,4,Wake,3915,47916,2021,13,285,100,Active,,,http://www.redfin.com/NC/RALEIGH/7232-BARN-OWL-LN-27614/home/171421535,TMLS,2411199,N,Y,35.978598,-78.664019
MLS Listing,,Single Family Residential,7728 Wakebrook Dr,Raleigh,NC,27616,395000,3,2.5,Wakebrook Estates,2347,30056,1975,13,168,,Active,October-16-2021 01:00 PM,October-16-2021 03:00 PM,http://www.redfin.com/NC/Raleigh/7728-Wakebrook-Dr-27616/home/41123342,TMLS,2411177,N,Y,35.8590552,-78.5050047
MLS Listing,,Townhouse,6611 Academic Ave,Raleigh,NC,27616,439900,4,3.5,Wake,2101,3920,2018,13,209,147,Active,,,http://www.redfin.com/NC/Brentwood/6611-Academic-Ave-27616/home/163328944,TMLS,2411171,N,Y,35.86245,-78.53334
MLS Listing,,Single Family Residential,4104 Brewster Dr,Raleigh,NC,27606,549000,4,3,Driftwood Estates,2192,15681,1974,13,250,,Active,,,http://www.redfin.com/NC/Raleigh/4104-Brewster-Dr-27606/home/41336949,TMLS,2411170,N,Y,35.7847902,-78.7091942
MLS Listing,,Townhouse,1113 Falling Rock Pl,Durham,NC,27703,485000,4,3.5,Durham,2227,1742,2021,13,218,176,Active,,,http://www.redfin.com/NC/DURHAM/1113-FALLING-ROCK-PL-27703/home/174957253,TMLS,2411164,N,Y,35.923141,-78.773102
MLS Listing,,Townhouse,5758 Three Oaks Dr,Raleigh,NC,27612,299000,3,2.5,Ridgeloch Townes,1402,871,1979,13,213,215,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/5758-3-Oaks-Dr-27612/home/41334831,TMLS,2411150,N,Y,35.85709,-78.665957
MLS Listing,,Townhouse,1614 Oakland Hills Way,Raleigh,NC,27604,230000,2,2.5,Hedingham,1206,3049,1995,13,191,120,Active,,,http://www.redfin.com/NC/Raleigh/1614-Oakland-Hills-Way-27604/home/41187122,TMLS,2411135,N,Y,35.8064363,-78.5452447
MLS Listing,,Townhouse,8496 Central Dr,Raleigh,NC,27613,290000,2,2.5,Camden Park,1258,1306,2003,13,231,144,Active,,,http://www.redfin.com/NC/Raleigh/8496-Central-Dr-27613/home/41288854,TMLS,2411119,N,Y,35.8956251,-78.7397403
MLS Listing,,Townhouse,8810 Leeshire Ln,Raleigh,NC,27615,599900,3,2.5,Traemoor Village,3435,10018,2003,13,175,326,Active,,,http://www.redfin.com/NC/Raleigh/8810-Leeshire-Ln-27615/home/41291656,TMLS,2411110,N,Y,35.9011111,-78.6710535
MLS Listing,,Single Family Residential,3805 Hamlin Ct,Raleigh,NC,27616,425000,4,3,Landings at Neuse Crossing,3200,12196,2007,13,133,18,Active,,,http://www.redfin.com/NC/Raleigh/3805-Hamlin-Ct-27616/home/41312546,TMLS,2411108,N,Y,35.8728256,-78.5331866
MLS Listing,,Single Family Residential,5104 Newcastle Dr,Raleigh,NC,27606,425000,4,2.5,Cardinal Hills,2127,13939,1960,13,200,,Pre On-Market,October-23-2021 01:00 PM,October-23-2021 03:00 PM,http://www.redfin.com/NC/Raleigh/5104-Newcastle-Rd-27606/home/41091922,TMLS,2411107,N,Y,35.7742936,-78.7080931
MLS Listing,,Single Family Residential,4312 Pickwick Dr,Raleigh,NC,27613,430000,4,3.5,Pickwick Village,2476,15681,1977,13,174,,Active,,,http://www.redfin.com/NC/Raleigh/4312-Pickwick-Dr-27613/home/41126576,TMLS,2411100,N,Y,35.8694482,-78.7026554
MLS Listing,,Single Family Residential,5037 Delta Lake Dr,Raleigh,NC,27612-7079,399000,3,2.5,Delta Ridge,1802,6098,1999,13,221,30,Active,,,http://www.redfin.com/NC/Raleigh/5037-Delta-Lake-Dr-27612/home/41240943,TMLS,2411087,N,Y,35.8541361,-78.7179931
MLS Listing,,Single Family Residential,1109 Bedstone Ct,Raleigh,NC,27603,825000,3,3.5,Wake,3809,81021,2018,13,217,37,Active,,,http://www.redfin.com/NC/Raleigh/1109-Bedstone-Ct-27603/home/145206378,TMLS,2411086,N,Y,35.7138159,-78.6784466
MLS Listing,,Single Family Residential,1936 Amethyst Ridge Dr,Raleigh,NC,27604,1100000,4,3.5,Lewis Farm,5929,130680,1994,13,186,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1936-Amethyst-Ridge-Rd-27604/home/41186448,TMLS,2411077,N,Y,35.826781,-78.4953057
MLS Listing,,Single Family Residential,623 Effie Way,Raleigh,NC,27603,609000,3,2.5,Wake,1806,2613,2015,13,337,13,Active,,,http://www.redfin.com/NC/Raleigh/623-Effie-Way-27603/home/59280681,TMLS,2411075,N,Y,35.7708152,-78.649166
MLS Listing,,Single Family Residential,10129 Darling St,Raleigh,NC,27613,630000,5,4,Leesville Hollow,3236,10890,2005,13,195,,Active,,,http://www.redfin.com/NC/Raleigh/10129-Darling-St-27613/home/41358550,TMLS,2411069,N,Y,35.922177,-78.7565206
MLS Listing,,Single Family Residential,2642 St Marys St,Raleigh,NC,27609,1395000,4,3.5,Woodrow Park,4003,11761,2005,13,348,,Active,,,http://www.redfin.com/NC/Raleigh/2642-St-Marys-St-27609/home/41116554,TMLS,2411046,N,Y,35.8182598,-78.6508886
MLS Listing,,Condo/Co-op,618 N Boylan Ave #100,Raleigh,NC,27603,229000,0,,Paramount,356,,2005,13,643,259,Active,,,http://www.redfin.com/NC/Raleigh/618-N-Boylan-Ave-27603/unit-100/home/176582832,TMLS,2411036,N,Y,35.7880961,-78.648473
MLS Listing,,Single Family Residential,4809 Pearl Rd,Raleigh,NC,27610,439900,5,3,Wake,2960,37897,1971,14,149,,Active,,,http://www.redfin.com/NC/Raleigh/4809-Pearl-Rd-27610/home/41087767,TMLS,2410992,N,Y,35.7222753,-78.5515117
MLS Listing,,Single Family Residential,2913 Spaldwick Ct,Raleigh,NC,27613-5472,1695000,4,6.5,Stonemoor,7425,44866,2005,14,228,125,Active,,,http://www.redfin.com/NC/Raleigh/2913-Spaldwick-Ct-27613/home/41282825,TMLS,2410974,N,Y,35.9375126,-78.6920118
MLS Listing,,Single Family Residential,4809 Hedgerow Dr,Raleigh,NC,27616,398000,3,2.5,Fox Glen,1493,11325,1990,14,267,,Active,,,http://www.redfin.com/NC/Raleigh/4809-Hedgerow-Dr-27616/home/41181233,TMLS,2410968,N,Y,35.8673791,-78.5617599
MLS Listing,,Single Family Residential,2612 Iman Dr,Raleigh,NC,27615-3875,495000,4,2.5,Alyson Pond,3025,11325,1992,14,164,51,Active,,,http://www.redfin.com/NC/Raleigh/2612-Iman-Dr-27615/home/41338454,TMLS,2410958,N,Y,35.8938586,-78.5977313
MLS Listing,,Single Family Residential,302 N State St,Raleigh,NC,27601,685000,4,3.5,Wake,2071,3920,2021,14,331,,Active,,,http://www.redfin.com/NC/Raleigh/302-N-State-St-27601/home/163175395,TMLS,2410904,N,Y,35.7836435,-78.623106
MLS Listing,,Single Family Residential,2308 August Way,Raleigh,NC,27610,300000,4,3,Brandywood,2085,10890,1998,14,144,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/2308-August-Way-27610/home/41227466,TMLS,2410885,N,Y,35.7472749,-78.5426824
